"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","386","checkLoginWithEmptyPassword","Cross Browser test","Sun Jun 22 22:20:57 GMT 2025","passed","Sun Jun 22 22:20:57 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","1004","checkErrorIfFirstNameEmpty","Cross Browser test","Sun Jun 22 22:21:06 GMT 2025","passed","Sun Jun 22 22:21:07 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","checkErrorIfFirstNameEmpty"
"","805","sortingTest2","Cross Browser test","Sun Jun 22 22:20:58 GMT 2025","passed","Sun Jun 22 22:20:59 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","sortingTest2"
"","665","checkSortingByNameDESC","Cross Browser test","Sun Jun 22 22:21:15 GMT 2025","passed","Sun Jun 22 22:21:16 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","checkSortingByNameDESC"
"Проверка отображения корректной информации о доставке","1120","checkSuccessDeliveryInfo","Cross Browser test","Sun Jun 22 22:21:03 GMT 2025","passed","Sun Jun 22 22:21:04 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","checkSuccessDeliveryInfo"
"","747","checkIfButtonsAreVisible","Cross Browser test","Sun Jun 22 22:21:01 GMT 2025","passed","Sun Jun 22 22:21:01 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","checkIfButtonsAreVisible"
"","1223","checkLocator","Cross Browser test","Sun Jun 22 22:20:58 GMT 2025","passed","Sun Jun 22 22:20:59 GMT 2025","tests.LocatorTest","Chrome","tests.LocatorTest","checkLocator"
"","892","sortingTest2","Cross Browser test","Sun Jun 22 22:20:56 GMT 2025","passed","Sun Jun 22 22:20:57 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","sortingTest2"
"","968","sortingTest","Cross Browser test","Sun Jun 22 22:20:53 GMT 2025","passed","Sun Jun 22 22:20:54 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","sortingTest"
"","672","checkSuccessLogin","Cross Browser test","Sun Jun 22 22:20:52 GMT 2025","passed","Sun Jun 22 22:20:53 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkSuccessLogin"
"","1081","checkCompleteCheckout","Cross Browser test","Sun Jun 22 22:21:11 GMT 2025","passed","Sun Jun 22 22:21:12 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","checkCompleteCheckout"
"","546","checkLoginWithEmptyLogin","Cross Browser test","Sun Jun 22 22:20:56 GMT 2025","passed","Sun Jun 22 22:20:56 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyLogin"
"","996","checkErrorIfPostalEmpty","Cross Browser test","Sun Jun 22 22:21:08 GMT 2025","passed","Sun Jun 22 22:21:09 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","checkErrorIfPostalEmpty"
"","681","checkSortingByPriceASC","Cross Browser test","Sun Jun 22 22:21:18 GMT 2025","passed","Sun Jun 22 22:21:18 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","checkSortingByPriceASC"
"","609","checkSortingByNameASC","Cross Browser test","Sun Jun 22 22:21:13 GMT 2025","passed","Sun Jun 22 22:21:14 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","checkSortingByNameASC"
"","649","checkSortingByPriceDESC","Cross Browser test","Sun Jun 22 22:21:20 GMT 2025","passed","Sun Jun 22 22:21:20 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","checkSortingByPriceDESC"
"","1362","sortingTest","Cross Browser test","Sun Jun 22 22:20:50 GMT 2025","passed","Sun Jun 22 22:20:51 GMT 2025","tests.CheckoutTest","Edge","tests.CheckoutTest","sortingTest"
"","414","login","Cross Browser test","Sun Jun 22 22:20:51 GMT 2025","passed","Sun Jun 22 22:20:52 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","login"
"","868","login","Cross Browser test","Sun Jun 22 22:20:50 GMT 2025","passed","Sun Jun 22 22:20:51 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","login"
"","403","checkLoginInvalidCredentials","Cross Browser test","Sun Jun 22 22:20:55 GMT 2025","passed","Sun Jun 22 22:20:55 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginInvalidCredentials"
"Проверка добавления товара в корзину","687","checkCart","Cross Browser test","Sun Jun 22 22:20:54 GMT 2025","passed","Sun Jun 22 22:20:54 GMT 2025","tests.CartTest","Chrome","tests.CartTest","checkCart"
